      Lon      Lat    Year Fag_syl   C3_gr   Total
    11.25    49.25    1974   0.582   0.062   0.643
    11.25    49.25    1975   0.514   0.056   0.570
    11.25    49.25    1976   0.336   0.038   0.374
    11.25    49.25    1977   0.499   0.068   0.568
    11.25    49.25    1978   0.556   0.064   0.620
    11.25    49.25    1979   0.397   0.053   0.450
    11.25    49.25    1980   0.448   0.089   0.537
    11.25    49.25    1981   0.552   0.095   0.647
    11.25    49.25    1982   0.377   0.078   0.454
    11.25    49.25    1983   0.400   0.089   0.489
    11.25    49.25    1984   0.464   0.080   0.544
    11.25    49.25    1985   0.464   0.091   0.555
    11.25    49.25    1986   0.483   0.073   0.556
    11.25    49.25    1987   0.552   0.087   0.639
    11.25    49.25    1988   0.446   0.037   0.482
    11.25    49.25    1989   0.407   0.047   0.454
    11.25    49.25    1990   0.449   0.027   0.476
    11.25    49.25    1991   0.476   0.012   0.488
    11.25    49.25    1992   0.303   0.012   0.315
    11.25    49.25    1993   0.724   0.011   0.736
    11.25    49.25    1994   0.538   0.009   0.547
    11.25    49.25    1995   0.630   0.031   0.661
    11.25    49.25    1996   0.514   0.031   0.545
    11.25    49.25    1997   0.358   0.028   0.386
    11.25    49.25    1998   0.366   0.030   0.396
    11.25    49.25    1999   0.528   0.046   0.574
    11.25    49.25    2000   0.557   0.043   0.600
    11.25    49.25    2001   0.454   0.034   0.488
    11.25    49.25    2002   0.599   0.057   0.656
    11.25    49.25    2003   0.119   0.002   0.121
    11.25    49.25    2004   0.600   0.009   0.609
    11.25    49.25    2005   0.742   0.004   0.746
    11.25    49.25    2006   0.462   0.013   0.476
    11.25    49.25    2007   0.776   0.034   0.810
    11.25    49.25    2008   0.592   0.008   0.600
    11.25    49.25    2009   0.529  -0.000   0.529
    11.25    49.25    2010   0.791   0.000   0.792
    11.25    49.25    2011   0.658  -0.000   0.658
    11.25    49.25    2012   0.373  -0.000   0.373
    11.25    49.25    2013   0.610   0.000   0.610
    11.25    49.25    2014   0.600   0.009   0.609
    11.25    49.25    2015   0.248   0.029   0.276
    11.25    49.25    2016   0.595   0.059   0.654
    11.25    49.25    2017   0.690   0.056   0.746
    11.75    49.25    1901   0.446   0.012   0.459
    11.75    49.25    1902   0.484   0.014   0.498
    11.75    49.25    1903   0.436   0.010   0.446
    11.75    49.25    1904   0.304   0.011   0.315
    11.75    49.25    1905   0.476   0.015   0.491
    11.75    49.25    1906   0.618   0.024   0.643
    11.75    49.25    1907   0.485   0.016   0.501
    11.75    49.25    1908   0.472   0.024   0.496
    11.75    49.25    1909   0.552   0.022   0.574
    11.75    49.25    1910   0.451   0.018   0.469
    11.75    49.25    1911   0.157   0.010   0.166
    11.75    49.25    1912   0.611   0.018   0.629
    11.75    49.25    1913   0.685   0.008   0.693
    11.75    49.25    1914   0.548   0.010   0.558
    11.75    49.25    1915   0.455   0.004   0.459
    11.75    49.25    1916   0.632   0.007   0.639
    11.75    49.25    1917   0.438   0.007   0.445
    11.75    49.25    1918   0.531   0.012   0.543
    11.75    49.25    1919   0.395   0.008   0.403
    11.75    49.25    1920   0.593   0.023   0.617
    11.75    49.25    1921   0.041   0.011   0.052
    11.75    49.25    1922   0.236   0.020   0.256
    11.75    49.25    1923   0.288   0.016   0.305
    11.75    49.25    1924   0.348   0.249   0.596
    11.75    49.25    1925   0.344   0.140   0.483
    11.75    49.25    1926   0.381   0.155   0.536
    11.75    49.25    1927   0.461   0.130   0.591
    11.75    49.25    1928   0.397   0.003   0.401
    11.75    49.25    1929   0.525   0.003   0.529
    11.75    49.25    1930   0.665   0.002   0.666
    11.75    49.25    1931   0.618   0.001   0.619
    11.75    49.25    1932   0.516   0.000   0.516
    11.75    49.25    1933   0.464   0.000   0.464
    11.75    49.25    1934   0.435   0.000   0.435
    11.75    49.25    1935   0.493   0.010   0.503
    11.75    49.25    1936   0.641   0.015   0.656
    11.75    49.25    1937   0.616   0.007   0.623
    11.75    49.25    1938   0.562   0.006   0.568
    11.75    49.25    1939   0.537   0.003   0.540
    11.75    49.25    1940   0.635   0.003   0.638
    11.75    49.25    1941   0.524   0.011   0.536
    11.75    49.25    1942   0.400   0.008   0.407
    11.75    49.25    1943   0.342   0.008   0.350
    11.75    49.25    1944   0.623   0.009   0.631
    11.75    49.25    1945   0.652   0.008   0.660
    11.75    49.25    1946   0.545   0.006   0.552
    11.75    49.25    1947   0.114   0.004   0.118
    11.75    49.25    1948   0.648   0.007   0.654
    11.75    49.25    1949   0.531   0.003   0.533
    11.75    49.25    1950   0.604   0.052   0.655
    11.75    49.25    1951   0.538   0.040   0.577
    11.75    49.25    1952   0.452   0.030   0.482
    11.75    49.25    1953   0.417   0.032   0.449
    11.75    49.25    1954   0.582   0.035   0.617
    11.75    49.25    1955   0.586   0.028   0.614
    11.75    49.25    1956   0.557   0.044   0.601
    11.75    49.25    1957   0.593   0.040   0.633
    11.75    49.25    1958   0.522   0.014   0.535
    11.75    49.25    1959   0.328   0.011   0.338
    11.75    49.25    1960   0.601   0.002   0.604
    11.75    49.25    1961   0.721   0.002   0.722
    11.75    49.25    1962   0.505   0.001   0.506
    11.75    49.25    1963   0.524   0.003   0.527
    11.75    49.25    1964   0.180   0.002   0.182
    11.75    49.25    1965   0.688   0.000   0.688
    11.75    49.25    1966   0.710   0.010   0.720
    11.75    49.25    1967   0.524   0.011   0.534
    11.75    49.25    1968   0.647   0.008   0.655
    11.75    49.25    1969   0.430   0.007   0.436
    11.75    49.25    1970   0.578   0.007   0.584
    11.75    49.25    1971   0.540   0.006   0.546
    11.75    49.25    1972   0.439   0.018   0.457
    11.75    49.25    1973   0.288   0.017   0.304
    11.75    49.25    1974   0.652   0.024   0.676
    11.75    49.25    1975   0.554   0.018   0.572
    11.75    49.25    1976   0.414   0.018   0.433
    11.75    49.25    1977   0.555   0.021   0.577
    11.75    49.25    1978   0.657   0.022   0.679
    11.75    49.25    1979   0.462   0.017   0.479
    11.75    49.25    1980   0.485   0.017   0.503
    11.75    49.25    1981   0.597   0.016   0.613
    11.75    49.25    1982   0.434   0.013   0.447
    11.75    49.25    1983   0.456   0.017   0.474
    11.75    49.25    1984   0.575   0.015   0.590
    11.75    49.25    1985   0.518   0.015   0.533
    11.75    49.25    1986   0.601   0.020   0.622
    11.75    49.25    1987   0.620   0.021   0.640
    11.75    49.25    1988   0.485   0.002   0.487
    11.75    49.25    1989   0.541   0.006   0.546
    11.75    49.25    1990   0.468   0.003   0.471
    11.75    49.25    1991   0.481   0.002   0.483
    11.75    49.25    1992   0.313   0.007   0.320
    11.75    49.25    1993   0.714   0.018   0.732
    11.75    49.25    1994   0.571   0.012   0.583
    11.75    49.25    1995   0.624   0.012   0.636
    11.75    49.25    1996   0.589   0.009   0.598
    11.75    49.25    1997   0.372   0.008   0.380
    11.75    49.25    1998   0.430   0.013   0.442
    11.75    49.25    1999   0.561   0.011   0.572
    11.75    49.25    2000   0.595   0.008   0.603
    11.75    49.25    2001   0.553   0.007   0.559
    11.75    49.25    2002   0.689   0.009   0.697
    11.75    49.25    2003   0.124   0.002   0.126
    11.75    49.25    2004   0.659   0.002   0.661
    11.75    49.25    2005   0.779  -0.000   0.779
    11.75    49.25    2006   0.579   0.014   0.593
    11.75    49.25    2007   0.731   0.030   0.761
    11.75    49.25    2008   0.566  -0.002   0.565
    11.75    49.25    2009   0.541  -0.001   0.540
    11.75    49.25    2010   0.740   0.000   0.740
    11.75    49.25    2011   0.694   0.001   0.695
    11.75    49.25    2012   0.473  -0.000   0.472
    11.75    49.25    2013   0.606   0.000   0.606
    11.75    49.25    2014   0.621   0.006   0.627
    11.75    49.25    2015   0.255   0.002   0.258
    11.75    49.25    2016   0.693   0.001   0.694
    11.75    49.25    2017   0.728   0.009   0.737
    12.25    49.25    1901   0.534   0.001   0.535
    12.25    49.25    1902   0.495   0.001   0.496
    12.25    49.25    1903   0.473   0.001   0.474
    12.25    49.25    1904   0.347   0.001   0.348
    12.25    49.25    1905   0.448   0.001   0.449
    12.25    49.25    1906   0.580   0.001   0.581
    12.25    49.25    1907   0.493   0.001   0.494
    12.25    49.25    1908   0.508   0.001   0.509
    12.25    49.25    1909   0.547   0.001   0.548
    12.25    49.25    1910   0.503   0.002   0.504
    12.25    49.25    1911   0.235   0.001   0.236
    12.25    49.25    1912   0.571   0.002   0.573
    12.25    49.25    1913   0.582   0.003   0.585
    12.25    49.25    1914   0.532   0.014   0.546
    12.25    49.25    1915   0.430   0.011   0.442
    12.25    49.25    1916   0.560   0.016   0.576
    12.25    49.25    1917   0.404   0.009   0.414
    12.25    49.25    1918   0.539   0.014   0.553
    12.25    49.25    1919   0.376   0.012   0.388
    12.25    49.25    1920   0.540   0.016   0.556
    12.25    49.25    1921   0.117   0.020   0.137
    12.25    49.25    1922   0.368   0.037   0.405
    12.25    49.25    1923   0.420   0.019   0.439
    12.25    49.25    1924   0.429   0.132   0.561
    12.25    49.25    1925   0.364   0.065   0.429
    12.25    49.25    1926   0.436   0.068   0.504
    12.25    49.25    1927   0.439   0.057   0.496
    12.25    49.25    1928   0.404   0.016   0.420
    12.25    49.25    1929   0.467   0.013   0.480
    12.25    49.25    1930   0.528   0.008   0.536
    12.25    49.25    1931   0.480   0.002   0.482
    12.25    49.25    1932   0.475   0.002   0.476
    12.25    49.25    1933   0.461   0.003   0.464
    12.25    49.25    1934   0.411   0.004   0.414
    12.25    49.25    1935   0.424   0.004   0.428
    12.25    49.25    1936   0.535   0.005   0.540
    12.25    49.25    1937   0.541   0.012   0.553
    12.25    49.25    1938   0.506   0.012   0.518
    12.25    49.25    1939   0.492   0.011   0.503
    12.25    49.25    1940   0.544   0.012   0.556
    12.25    49.25    1941   0.435   0.011   0.446
    12.25    49.25    1942   0.417   0.009   0.426
    12.25    49.25    1943   0.336   0.009   0.346
    12.25    49.25    1944   0.544   0.010   0.554
    12.25    49.25    1945   0.589   0.010   0.599
    12.25    49.25    1946   0.520   0.008   0.528
    12.25    49.25    1947   0.134   0.006   0.140
    12.25    49.25    1948   0.524   0.010   0.533
    12.25    49.25    1949   0.478   0.005   0.483
    12.25    49.25    1950   0.493   0.087   0.579
    12.25    49.25    1951   0.466   0.073   0.539
    12.25    49.25    1952   0.409   0.046   0.455
    12.25    49.25    1953   0.448   0.040   0.488
    12.25    49.25    1954   0.459   0.035   0.494
    12.25    49.25    1955   0.477   0.031   0.508
    12.25    49.25    1956   0.473   0.038   0.512
    12.25    49.25    1957   0.514   0.035   0.550
    12.25    49.25    1958   0.477   0.006   0.483
    12.25    49.25    1959   0.443   0.007   0.450
    12.25    49.25    1960   0.516   0.003   0.519
    12.25    49.25    1961   0.620   0.010   0.630
    12.25    49.25    1962   0.460   0.008   0.468
    12.25    49.25    1963   0.494   0.009   0.503
    12.25    49.25    1964   0.265   0.006   0.271
    12.25    49.25    1965   0.588   0.010   0.598
    12.25    49.25    1966   0.617   0.008   0.625
    12.25    49.25    1967   0.511   0.008   0.519
    12.25    49.25    1968   0.551   0.005   0.556
    12.25    49.25    1969   0.491   0.005   0.496
    12.25    49.25    1970   0.524   0.005   0.528
    12.25    49.25    1971   0.539   0.004   0.543
    12.25    49.25    1972   0.434   0.003   0.438
    12.25    49.25    1973   0.279   0.002   0.281
    12.25    49.25    1974   0.618   0.001   0.620
    12.25    49.25    1975   0.521   0.000   0.521
    12.25    49.25    1976   0.454   0.014   0.469
    12.25    49.25    1977   0.552   0.021   0.573
    12.25    49.25    1978   0.576   0.021   0.597
    12.25    49.25    1979   0.470   0.018   0.487
    12.25    49.25    1980   0.458   0.017   0.475
    12.25    49.25    1981   0.547   0.017   0.564
    12.25    49.25    1982   0.453   0.014   0.467
    12.25    49.25    1983   0.460   0.015   0.475
    12.25    49.25    1984   0.535   0.014   0.549
    12.25    49.25    1985   0.524   0.014   0.539
    12.25    49.25    1986   0.575   0.012   0.587
    12.25    49.25    1987   0.556   0.012   0.568
    12.25    49.25    1988   0.473   0.010   0.483
    12.25    49.25    1989   0.560   0.013   0.573
    12.25    49.25    1990   0.453   0.011   0.464
    12.25    49.25    1991   0.475   0.013   0.488
    12.25    49.25    1992   0.344   0.018   0.362
    12.25    49.25    1993   0.575   0.033   0.608
    12.25    49.25    1994   0.505   0.026   0.531
    12.25    49.25    1995   0.532   0.027   0.559
    12.25    49.25    1996   0.541   0.024   0.565
    12.25    49.25    1997   0.398   0.022   0.420
    12.25    49.25    1998   0.425   0.026   0.451
    12.25    49.25    1999   0.519   0.024   0.542
    12.25    49.25    2000   0.523   0.036   0.558
    12.25    49.25    2001   0.509   0.036   0.545
    12.25    49.25    2002   0.579   0.044   0.623
    12.25    49.25    2003   0.199  -0.007   0.191
    12.25    49.25    2004   0.690  -0.001   0.689
    12.25    49.25    2005   0.701  -0.000   0.701
    12.25    49.25    2006   0.629   0.009   0.638
    12.25    49.25    2007   0.666   0.015   0.681
    12.25    49.25    2008   0.561  -0.003   0.558
    12.25    49.25    2009   0.519  -0.000   0.519
    12.25    49.25    2010   0.657  -0.000   0.657
    12.25    49.25    2011   0.637   0.000   0.637
    12.25    49.25    2012   0.510  -0.000   0.509
    12.25    49.25    2013   0.544   0.000   0.544
    12.25    49.25    2014   0.565   0.000   0.565
    12.25    49.25    2015   0.313   0.000   0.313
    12.25    49.25    2016   0.621   0.000   0.621
    12.25    49.25    2017   0.647  -0.000   0.647
    12.75    49.25    1901   0.000   0.474   0.474
    12.75    49.25    1902   0.000   0.624   0.624
    12.75    49.25    1903   0.000   0.514   0.514
    12.75    49.25    1904   0.000   0.395   0.395
    12.75    49.25    1905   0.000   0.516   0.516
    12.75    49.25    1906   0.000   0.616   0.616
    12.75    49.25    1907   0.000   0.475   0.475
    12.75    49.25    1908   0.000   0.592   0.592
    12.75    49.25    1909   0.000   0.593   0.593
    12.75    49.25    1910   0.000   0.628   0.628
    12.75    49.25    1911   0.000   0.339   0.339
    12.75    49.25    1912   0.000   0.840   0.840
    12.75    49.25    1913   0.000   0.468   0.468
    12.75    49.25    1914   0.000   0.665   0.665
    12.75    49.25    1915   0.000   0.417   0.417
    12.75    49.25    1916   0.000   0.745   0.745
    12.75    49.25    1917   0.000   0.334   0.334
    12.75    49.25    1918   0.000   0.706   0.706
    12.75    49.25    1919   0.000   0.410   0.410
    12.75    49.25    1920   0.000   0.718   0.718
    12.75    49.25    1921   0.000   0.312   0.312
    12.75    49.25    1922   0.000   0.667   0.667
    12.75    49.25    1923   0.000   0.377   0.377
    12.75    49.25    1924   0.000   0.759   0.759
    12.75    49.25    1925   0.000   0.411   0.411
